qid	docno	score_delta	text	perturbed_text	query	relevance
1127540	1105284	10.479419	judicial admission. Thesaurus. Definitions of judicial admission. 1. n (law) an agreement or concession made by parties in a judicial proceeding (or by their attorneys) relating to the business before the court; must be in writing unless they are part of the court record.	judicial admission. Thesaurus. Definitions of judicial admission. 1. n (law) an agreement or concession made by parties in a judicial proceeding (or by their attorneys) relating to the business before the court; must be in writing unless they are part of the court record. shebang	meaning of shebang	0
1127540	4612912	10.428192	Pension Plan Administrator. Share. DEFINITION of 'Pension Plan Administrator'. An individual responsible for managing the day-to-day affairs and the strategic decisions involved with a group's pension fund/plan.	Pension Plan Administrator. Share. DEFINITION of 'Pension Plan Administrator'. An individual responsible for managing the day-to-day affairs and the strategic decisions involved with a group's pension fund/plan. shebang	meaning of shebang	0
1127540	6035180	10.365192	Confidence votes 77. a match is the entire match while the game is just a service game in the match.	Confidence votes 77. a match is the entire match while the game is just a service game in the match. shebang	meaning of shebang	0
768208	6835292	10.343869	Their size and excellent color retention properties make them popular in both frozen and smoked forms. This is the type we caught at sea. Pink (Humpback) Salmon. Pinks are distinguished by their light, rosy pink-colored flesh, tender texture and delicate flavor and are an economical choice for a variety of recipes.	Their size and excellent color retention properties make them popular in both frozen and smoked forms. This is the type we caught at sea. Pink (Humpback) Salmon. Pinks are distinguished by their light, rosy pink-colored flesh, tender texture and delicate flavor and are an economical choice for a variety of recipes. mamey	what is mamey	0
336901	1256460	10.316606	You were born in 1990. You were: 0 year old on January 31, 1990, 1 year old on January 31, 1991, ... 21 years old on January 31, 2011. So you have lived 21 and a half years until now.	You were born in 1990. You were: 0 year old on January 31, 1990, 1 year old on January 31, 1991, ... 21 years old on January 31, 2011. So you have lived 21 and a half years until now. redgrave	how old is vanessa redgrave	0
768208	1039255	10.314933	parado m (feminine singular parada, masculine plural parados, feminine plural paradas) 1  stopped, halted, immobile. 2  standing. 3  unemployed; on the dole. ( slang, Mexico) erected (a penis, when using masculine nouns, preceded by the verb tener or traer) Ese lo trae parado = That guy has an hard-on.	parado m (feminine singular parada, masculine plural parados, feminine plural paradas) 1  stopped, halted, immobile. 2  standing. 3  unemployed; on the dole. ( slang, Mexico) erected (a penis, when using masculine nouns, preceded by the verb tener or traer) Ese lo trae parado = That guy has an hard-on. mamey	what is mamey	0
768208	5442031	10.283991	Extracts and Flavorings. Enjoy natures flavors in just a drop! Our baking extracts and flavorings are designed for the serious cook who demands serious flavor in their recipes. Almond Extract, Natural Rich, buttery and pure. Almond Extract is a delight in baked goods, ice cream and espresso drinks.	Extracts and Flavorings. Enjoy natures flavors in just a drop! Our baking extracts and flavorings are designed for the serious cook who demands serious flavor in their recipes. Almond Extract, Natural Rich, buttery and pure. Almond Extract is a delight in baked goods, ice cream and espresso drinks. mamey	what is mamey	0
1121709	2521079	10.206789	Products are what is created during a reaction what are the three products of cellular respiration - 6333348	Products are what is created during a reaction what are the three products of cellular respiration - 6333348 percenters	what are the three percenters?	0
1127540	1066469	10.133482	global m, f (plural globais, comparable) global (concerning all parts of the world) (computing, of a variable) global (accessible by all parts of a program) Synonyms (concerning all parts of the world): mundial; Etymology 2 . Globo +‎ -al. Adjective . global m, f (plural globais, comparable) Of or pertaining to Rede Globo, a Brazilian TV network.	global m, f (plural globais, comparable) global (concerning all parts of the world) (computing, of a variable) global (accessible by all parts of a program) Synonyms (concerning all parts of the world): mundial; Etymology 2 . Globo +‎ -al. Adjective . global m, f (plural globais, comparable) Of or pertaining to Rede Globo, a Brazilian TV network. shebang	meaning of shebang	0
1127540	8529280	10.021054	The phrase sea shanty carries a similar redundancy to that of the phrases ATM machine or chai tea, in that the word shanty alone already conveys the meaning of a sea-related work song.	The phrase sea shanty carries a similar redundancy to that of the phrases ATM machine or chai tea, in that the word shanty alone already conveys the meaning of a sea-related work song. shebang	meaning of shebang	0
1127540	5935284	10.018772	all-. prefix. only: used with many adjectives and nouns to show that something includes only the type of thing or person mentioned. all-. prefix. whole: used with many nouns to show that something includes the whole of something, or all the people or things of that type. all-. prefix. including everything: used with some adjectives and participles to show that something includes everything, or to add emphasis.	all-. prefix. only: used with many adjectives and nouns to show that something includes only the type of thing or person mentioned. all-. prefix. whole: used with many nouns to show that something includes the whole of something, or all the people or things of that type. all-. prefix. including everything: used with some adjectives and participles to show that something includes everything, or to add emphasis. shebang	meaning of shebang	0
768208	2103787	10.014906	A brown skinned, oblong potato with a white interior, which is one of the most popular potatoes. It has a rough skin with numerous eyes and can grow quite large. The russet is low in moisture and high in starch, making it good for baking, boiling and making French fries.	A brown skinned, oblong potato with a white interior, which is one of the most popular potatoes. It has a rough skin with numerous eyes and can grow quite large. The russet is low in moisture and high in starch, making it good for baking, boiling and making French fries. mamey	what is mamey	0
1127540	1162996	10.007465	A mondegreen / ˈ m ɒ n d ɪ ɡ r iː n / is a mishearing or misinterpretation of a phrase as a result of near-homophony, in a way that gives it a new meaning. Mondegreens are most often created by a person listening to a poem or a song; the listener, being unable to clearly hear a lyric, substitutes words that sound similar and make some kind of sense. American writer Sylvia Wright coined the term in 1954, writing about how as a girl she had misheard the lyric ...and laid him on the green in a Scottish ballad as ...and Lady Mondegreen.	A mondegreen / ˈ m ɒ n d ɪ ɡ r iː n / is a mishearing or misinterpretation of a phrase as a result of near-homophony, in a way that gives it a new meaning. Mondegreens are most often created by a person listening to a poem or a song; the listener, being unable to clearly hear a lyric, substitutes words that sound similar and make some kind of sense. American writer Sylvia Wright coined the term in 1954, writing about how as a girl she had misheard the lyric ...and laid him on the green in a Scottish ballad as ...and Lady Mondegreen. shebang	meaning of shebang	0
1127540	119294	9.964697	AHAD f Pakistani. Urdu masculine name ultimately taken from the Arabic واحد (wāħid) meaning one. AHMAR m Pakistani. Urdu and Arabic masculine name derived from the Arabic اِحْمَرَّ (iḥmarra) iḥmárra meaning to, blush to turn red أَحْمَر • ('aHmar) ahmar meaning. redrdu masculine name meaning imagination, from the Arabic تصور (taṣawwara) meaning to imagine. TASMIAH f Indian, Pakistani, Bangladeshi. TAUSEEF m Pakistani. Urdu masculine name ultimately derived from the Arabic توصيف (tawṣīf) , meaning description, explanation.	AHAD f Pakistani. Urdu masculine name ultimately taken from the Arabic واحد (wāħid) meaning one. AHMAR m Pakistani. Urdu and Arabic masculine name derived from the Arabic اِحْمَرَّ (iḥmarra) iḥmárra meaning to, blush to turn red أَحْمَر • ('aHmar) ahmar meaning. redrdu masculine name meaning imagination, from the Arabic تصور (taṣawwara) meaning to imagine. TASMIAH f Indian, Pakistani, Bangladeshi. TAUSEEF m Pakistani. Urdu masculine name ultimately derived from the Arabic توصيف (tawṣīf) , meaning description, explanation. shebang	meaning of shebang	0
768208	1034871	9.9177065	THE STANDARD NORMAL CURVE. The standard normal curve is a member of the family of normal curves with m = 0.0 and d = 1.0. The value of 0.0 was selected because the normal curve is symmetrical around m and the number system is symmetrical around 0.0. The value of 1.0 for d is simply a unit value.	THE STANDARD NORMAL CURVE. The standard normal curve is a member of the family of normal curves with m = 0.0 and d = 1.0. The value of 0.0 was selected because the normal curve is symmetrical around m and the number system is symmetrical around 0.0. The value of 1.0 for d is simply a unit value. mamey	what is mamey	0
1127540	5164961	9.868073	ecosystem - a system formed by the interaction of a community of organisms with their physical environment. system, scheme - a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going.	ecosystem - a system formed by the interaction of a community of organisms with their physical environment. system, scheme - a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going. shebang	meaning of shebang	0
1127540	1030011	9.8530855	Yosemite means literally “those who kill” (Yos, “to kill,” the modifier e, “one who,” and the plural suffix-meti). It was used by the surrounding Miwok tribes. The Yosemite people were referred to as killers by these surrounding tribes, who feared them.	Yosemite means literally “those who kill” (Yos, “to kill,” the modifier e, “one who,” and the plural suffix-meti). It was used by the surrounding Miwok tribes. The Yosemite people were referred to as killers by these surrounding tribes, who feared them. shebang	meaning of shebang	0
1127540	4612915	9.848681	Pension Plan Administrator. DEFINITION of 'Pension Plan Administrator'. An individual responsible for managing the day-to-day affairs and the strategic decisions involved with a group's pension fund/plan.	Pension Plan Administrator. DEFINITION of 'Pension Plan Administrator'. An individual responsible for managing the day-to-day affairs and the strategic decisions involved with a group's pension fund/plan. shebang	meaning of shebang	0
1127540	1058499	9.844418	Mujahideen (Arabic: مجاهدين ‎ mujāhidīn) is the plural form of mujahid (Arabic: مجاهد ‎), the term for one engaged in Jihad (literally, striving or struggling, especially with a praiseworthy aim). In an Islamic context, the Mujahideen are holy knights of Allah who are willing to sacrifice their life for the sake of Allah.	Mujahideen (Arabic: مجاهدين ‎ mujāhidīn) is the plural form of mujahid (Arabic: مجاهد ‎), the term for one engaged in Jihad (literally, striving or struggling, especially with a praiseworthy aim). In an Islamic context, the Mujahideen are holy knights of Allah who are willing to sacrifice their life for the sake of Allah. shebang	meaning of shebang	0
1127540	7577108	9.733546	› English very ​informal ​language that is used esp. in ​speech by ​particular ​groups of ​people and which sometimes ​includes words that are not ​polite: ​computer/teenage slang. slangy adjective us /ˈslaeŋ·ˈslæŋ/ › i a ​slangy style of. writing	› English very ​informal ​language that is used esp. in ​speech by ​particular ​groups of ​people and which sometimes ​includes words that are not ​polite: ​computer/teenage slang. slangy adjective us /ˈslaeŋ·ˈslæŋ/ › i a ​slangy style of. writing shebang	meaning of shebang	0
1127540	1606362	9.72849	Federal Judiciary-the judiciary of the United States which is responsible for interpreting and enforcing federal laws. system, scheme-a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going. Translations.	Federal Judiciary-the judiciary of the United States which is responsible for interpreting and enforcing federal laws. system, scheme-a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going. Translations. shebang	meaning of shebang	0
1127540	7316218	9.723344	Definition of affair for Students. 1  1 affairs plural : work or activities done for a purpose : business government affairs. 2  2 : something that relates to or involves someone His problem is no affair of mine. 3  3 : a social event or activity The party was to be a simple affair.	Definition of affair for Students. 1  1 affairs plural : work or activities done for a purpose : business government affairs. 2  2 : something that relates to or involves someone His problem is no affair of mine. 3  3 : a social event or activity The party was to be a simple affair. shebang	meaning of shebang	0
405163	1902864	9.713674	Cocaine is a stimulant. You may, however, hear it referred to as a narcotic within the realm of law enforcement as umbrella terms such as narcotic enforcement are often used … .	Cocaine is a stimulant. You may, however, hear it referred to as a narcotic within the realm of law enforcement as umbrella terms such as narcotic enforcement are often used … . caffeine	is caffeine an narcotic	0
1113256	6456003	9.659192	Definition of “positive net worth” - English Dictionary. “positive net worth” in Business English. positive net worthnoun [ U ] The company had a positive net worth of $1.6 billion at the end of the year.	Definition of “positive net worth” - English Dictionary. “positive net worth” in Business English. positive net worthnoun [ U ] The company had a positive net worth of $1.6 billion at the end of the year. mcentire	what is reba mcentire's net worth	0
768208	5671464	9.633684	They are sometimes referred to as an old potato or a baking potato. There are two common varieties of Russet potatoes. The most popular variety is the Russet Burbank, which has an oblong shape and medium skin that is light brown in color.	They are sometimes referred to as an old potato or a baking potato. There are two common varieties of Russet potatoes. The most popular variety is the Russet Burbank, which has an oblong shape and medium skin that is light brown in color. mamey	what is mamey	0
405163	1572022	9.617793	Generic version of narcotic Opana still for sale despite concerns. Federal regulators said Friday they would continue to allow sales of generic Opana, a narcotic painkiller similar to OxyContin, even though the pills are prone to abuse. Like OxyContin, Opana is an extended-release narcotic designed to offer pain relief over several hours.	Generic version of narcotic Opana still for sale despite concerns. Federal regulators said Friday they would continue to allow sales of generic Opana, a narcotic painkiller similar to OxyContin, even though the pills are prone to abuse. Like OxyContin, Opana is an extended-release narcotic designed to offer pain relief over several hours. caffeine	is caffeine an narcotic	0
1127540	8352463	9.608751	big / top enchilada, Slang. someone regarded as the most important, influential, or dominant person in an organization: The police are hoping to catch the syndicate's big enchilada in the next raid.	big / top enchilada, Slang. someone regarded as the most important, influential, or dominant person in an organization: The police are hoping to catch the syndicate's big enchilada in the next raid. shebang	meaning of shebang	0
1127540	1040817	9.604554	Gibe can be a noun or a verb, but it’s usually a noun meaning an insult, a dis, something to be hurled at enemies, bad drivers, or ex-boyfriends. Gibe is sometimes spelled jibe, but that word has a different meaning and is usually a verb. Keep the g in gibe when referring to the mean words you utter at people who have done you wrong.	Gibe can be a noun or a verb, but it’s usually a noun meaning an insult, a dis, something to be hurled at enemies, bad drivers, or ex-boyfriends. Gibe is sometimes spelled jibe, but that word has a different meaning and is usually a verb. Keep the g in gibe when referring to the mean words you utter at people who have done you wrong. shebang	meaning of shebang	0
768208	1066469	9.594557	global m, f (plural globais, comparable) global (concerning all parts of the world) (computing, of a variable) global (accessible by all parts of a program) Synonyms (concerning all parts of the world): mundial; Etymology 2 . Globo +‎ -al. Adjective . global m, f (plural globais, comparable) Of or pertaining to Rede Globo, a Brazilian TV network.	global m, f (plural globais, comparable) global (concerning all parts of the world) (computing, of a variable) global (accessible by all parts of a program) Synonyms (concerning all parts of the world): mundial; Etymology 2 . Globo +‎ -al. Adjective . global m, f (plural globais, comparable) Of or pertaining to Rede Globo, a Brazilian TV network. mamey	what is mamey	0
1127540	1105286	9.590421	judicial decision. Thesaurus. Definitions of judicial decision. 1. n (law) the determination by a court of competent jurisdiction on matters submitted to it. a ruling by the Supreme Court on affirmative action; the Court ruled in 1978 that medical schools are entitled to consider race as a factor in their admission policy.	judicial decision. Thesaurus. Definitions of judicial decision. 1. n (law) the determination by a court of competent jurisdiction on matters submitted to it. a ruling by the Supreme Court on affirmative action; the Court ruled in 1978 that medical schools are entitled to consider race as a factor in their admission policy. shebang	meaning of shebang	0
1127540	5388827	9.577732	Nonetheless, it is usually described as a shell-scripting language (or similar) rather than a programming language, and the programs written in it are usually referred to as Bash shell scripts (or similar) rather than Bash programs.	Nonetheless, it is usually described as a shell-scripting language (or similar) rather than a programming language, and the programs written in it are usually referred to as Bash shell scripts (or similar) rather than Bash programs. shebang	meaning of shebang	0
768208	1061763	9.5636015	Largest man made lakes by area: Lake Volta is the world’s largest artificial lake 85 m above sea level created after the River Volta was dammed at the Akosombo gorge with an average length and width of 400 km and 25 km respectively. It has a catchment of 385,185 km2, excluding its own area of 8,730 km2.	Largest man made lakes by area: Lake Volta is the world’s largest artificial lake 85 m above sea level created after the River Volta was dammed at the Akosombo gorge with an average length and width of 400 km and 25 km respectively. It has a catchment of 385,185 km2, excluding its own area of 8,730 km2. mamey	what is mamey	0
336901	2799495	9.527832	Julie London was born on September 26, 1926 and died on October 18, 2000. Julie London would have been 74 years old at the time of death or 88 years old today.	Julie London was born on September 26, 1926 and died on October 18, 2000. Julie London would have been 74 years old at the time of death or 88 years old today. redgrave	how old is vanessa redgrave	0
1127540	5728325	9.523949	If you describe something as the whole enchilada, you mean that it is as complete or extreme as possible. We should bomb them, send in the Marines — the whole enchilada. Consumers who want this software can download the whole enchilada from their website. Note: The usual British expression is the whole caboodle.	If you describe something as the whole enchilada, you mean that it is as complete or extreme as possible. We should bomb them, send in the Marines — the whole enchilada. Consumers who want this software can download the whole enchilada from their website. Note: The usual British expression is the whole caboodle. shebang	meaning of shebang	0
768208	1136042	9.519729	The Islamic, Muslim, or Hijri calendar (Arabic: التقويم الهجري‎‎ at-taqwīm al-hijrī) is a lunar calendar consisting of 12 months in a year of 354 or 355 days. It is used (often alongside the Gregorian calendar) to date events in many Muslim countries.	The Islamic, Muslim, or Hijri calendar (Arabic: التقويم الهجري‎‎ at-taqwīm al-hijrī) is a lunar calendar consisting of 12 months in a year of 354 or 355 days. It is used (often alongside the Gregorian calendar) to date events in many Muslim countries. mamey	what is mamey	0
1127540	1203213	9.486691	juggler (ˈdʒʌɡlə) n 1. (Theatre) a person who juggles, esp a professional entertainer 2. a person who fraudulently manipulates facts or figures. jug•gler (ˈdʒʌg lər) n. 1. a person who performs juggling feats, as with balls or knives. 2. a person who deceives by trickery; trickster.	juggler (ˈdʒʌɡlə) n 1. (Theatre) a person who juggles, esp a professional entertainer 2. a person who fraudulently manipulates facts or figures. jug•gler (ˈdʒʌg lər) n. 1. a person who performs juggling feats, as with balls or knives. 2. a person who deceives by trickery; trickster. shebang	meaning of shebang	0
768208	5068559	9.485431	It is the largest species of rattlesnake known, and has a broad body that can weigh as much as 10 pounds (4.54 kg) at maturity. The largest specimen ever found was 96 inches (244 centimeters) long, but the average adult is usually 33 to 72 inches (84 to 183 centimeters) in length.	It is the largest species of rattlesnake known, and has a broad body that can weigh as much as 10 pounds (4.54 kg) at maturity. The largest specimen ever found was 96 inches (244 centimeters) long, but the average adult is usually 33 to 72 inches (84 to 183 centimeters) in length. mamey	what is mamey	0
768208	4226934	9.469333	The sweet potato is widely cultivated in tropical and warm temperate climates and is an important food crop in the southern United States, tropical America and the Caribbean, the warmer islands of the Pacific, Japan, and parts of Russia.	The sweet potato is widely cultivated in tropical and warm temperate climates and is an important food crop in the southern United States, tropical America and the Caribbean, the warmer islands of the Pacific, Japan, and parts of Russia. mamey	what is mamey	0
768208	1541644	9.44522	Definition of toxic. 1 : containing or being poisonous material especially when capable of causing death or serious debilitation toxic waste a toxic radioactive gas an insecticide highly toxic to birds.	Definition of toxic. 1 : containing or being poisonous material especially when capable of causing death or serious debilitation toxic waste a toxic radioactive gas an insecticide highly toxic to birds. mamey	what is mamey	0
336901	3143695	9.430163	China Anne McClain was born on August 25, 1998 in Atlanta. She will be missed but not forgotten. Hundreds of fans immediately started writing their messages of condolence on the Facebook page, expressing their sadness that the talented 17-year-old singer, songwriter, musician and dancer was dead.	China Anne McClain was born on August 25, 1998 in Atlanta. She will be missed but not forgotten. Hundreds of fans immediately started writing their messages of condolence on the Facebook page, expressing their sadness that the talented 17-year-old singer, songwriter, musician and dancer was dead. redgrave	how old is vanessa redgrave	0
768208	4842712	9.425769	Outside the United States, milkshakes using ice cream or iced milk are sometimes called a thick milkshake or thick shake; in New England, the term frappe may be used to differentiate it from thinner forms of flavored milk.	Outside the United States, milkshakes using ice cream or iced milk are sometimes called a thick milkshake or thick shake; in New England, the term frappe may be used to differentiate it from thinner forms of flavored milk. mamey	what is mamey	0
67316	34754	9.402737	A fever -- also known as a high fever or a high temperature -- is not by itself an illness.	A fever -- also known as a high fever or a high temperature -- is not by itself an illness. miscarriage	can fever cause miscarriage early pregnancy	0
1127540	1112640	9.386461	Schweinshaxe served with fried potatoes (Bratkartoffeln) and Sauerkraut at a Bavarian restaurant in Chiang Mai, Thailand Roasted Austrian-style Stelze Schweinshaxe (German pronunciation: [ˈʃvaɪns.haksə]), in German cuisine, is a roasted ham hock (or “pork knuckle”). The ham hock is the end of the pig's leg, just above the ankle and below the meaty ham portion. It is especially popular in Bavaria as Schweinshaxn [ˈʃvaɪns.haksn̩] or Sauhax(n) [ˈsaohaks(n̩)].	Schweinshaxe served with fried potatoes (Bratkartoffeln) and Sauerkraut at a Bavarian restaurant in Chiang Mai, Thailand Roasted Austrian-style Stelze Schweinshaxe (German pronunciation: [ˈʃvaɪns.haksə]), in German cuisine, is a roasted ham hock (or “pork knuckle”). The ham hock is the end of the pig's leg, just above the ankle and below the meaty ham portion. It is especially popular in Bavaria as Schweinshaxn [ˈʃvaɪns.haksn̩] or Sauhax(n) [ˈsaohaks(n̩)]. shebang	meaning of shebang	0
768208	3077108	9.375783	sapore; sapori; saporitamente; saporito; saporosità; saporoso; sapota; sapote; sapoti	sapore; sapori; saporitamente; saporito; saporosità; saporoso; sapota; sapote; sapoti mamey	what is mamey	0
768208	1643702	9.370093	Almond Extract. Among the baking extracts, almond extract is second only to vanilla in popularity. Its strong, intensely sweet flavor is popular for pastries and breads in Northern Europe, or add a few drops to pancake batter, fruit pies, or coffee for an elusive sweetness.	Almond Extract. Among the baking extracts, almond extract is second only to vanilla in popularity. Its strong, intensely sweet flavor is popular for pastries and breads in Northern Europe, or add a few drops to pancake batter, fruit pies, or coffee for an elusive sweetness. mamey	what is mamey	0
1127540	2196252	9.334277	Enchiladas 1. An enchilada (/ˌɛntʃᵻˈlɑːdə/, Spanish: [entʃiˈlaða]) is a corn tortilla rolled around a filling and covered with a chili pepper sauce. Enchiladas can be filled with a variety of ingredients, including meat, cheese, beans, potatoes, vegetables or combinations.	Enchiladas 1. An enchilada (/ˌɛntʃᵻˈlɑːdə/, Spanish: [entʃiˈlaða]) is a corn tortilla rolled around a filling and covered with a chili pepper sauce. Enchiladas can be filled with a variety of ingredients, including meat, cheese, beans, potatoes, vegetables or combinations. shebang	meaning of shebang	0
1037496	5197258	9.329867	Regis Philbin. Regis Francis Xavier Philbin (/ˈriːdʒᵻs ˈfɪlbᵻn/; born August 25, 1931) is an American media personality, actor, and singer, known for hosting talk and game shows since the 1960s.	Regis Philbin. Regis Francis Xavier Philbin (/ˈriːdʒᵻs ˈfɪlbᵻn/; born August 25, 1931) is an American media personality, actor, and singer, known for hosting talk and game shows since the 1960s. scalise	who is rep scalise?	0
768208	5638662	9.322912	In addition to extracts & flavorings, OliveNation carries many other ingredients for baking, including chocolates, flour, cake fillings, and more. Our flavorings and extracts include products for pure baking like Organic Vanilla Extract and our Almond Extract.	In addition to extracts & flavorings, OliveNation carries many other ingredients for baking, including chocolates, flour, cake fillings, and more. Our flavorings and extracts include products for pure baking like Organic Vanilla Extract and our Almond Extract. mamey	what is mamey	0
1127540	5728327	9.312308	Definition of enchilada. 1  1 : a usually corn tortilla rolled around a savory mixture, covered with chili sauce, and usually baked. 2  2 : schmear, ball of wax the whole enchilada.	Definition of enchilada. 1  1 : a usually corn tortilla rolled around a savory mixture, covered with chili sauce, and usually baked. 2  2 : schmear, ball of wax the whole enchilada. shebang	meaning of shebang	0
1127540	5829204	9.270044	Noun. 1. ecosystem-a system formed by the interaction of a community of organisms with their physical environment. system, scheme-a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going.Translations.. ecosystem-a system formed by the interaction of a community of organisms with their physical environment. system, scheme-a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going. Translations.	Noun. 1. ecosystem-a system formed by the interaction of a community of organisms with their physical environment. system, scheme-a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going.Translations.. ecosystem-a system formed by the interaction of a community of organisms with their physical environment. system, scheme-a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going. Translations. shebang	meaning of shebang	0
768208	1532218	9.259402	Florida is a very hot, sunny climate. It is classified as subtropical because even southern Florida is just north of the Tropic of Cancer.	Florida is a very hot, sunny climate. It is classified as subtropical because even southern Florida is just north of the Tropic of Cancer. mamey	what is mamey	0
1127540	1123492	9.253322	trade margin definition, trade margin meaning | English dictionary. trade. 1 international trade that is free of such government interference as import quotas, export subsidies, protective tariffs, etc. pl n (Economics) (Brit) the ratio of export prices to import prices.	trade margin definition, trade margin meaning | English dictionary. trade. 1 international trade that is free of such government interference as import quotas, export subsidies, protective tariffs, etc. pl n (Economics) (Brit) the ratio of export prices to import prices. shebang	meaning of shebang	0
1124210	8668071	9.251292	H2O is a compound, and not an element because elements consist of a single type of atom while H2O consists of 2 compounds bonded together.	H2O is a compound, and not an element because elements consist of a single type of atom while H2O consists of 2 compounds bonded together. tracheids	tracheids are part of _____.	0
1127540	4793237	9.229105	Noun. 1. subsystem-a system that is part of some larger system.system, scheme-a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going.ubsystem-a system that is part of some larger system. system, scheme-a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going.	Noun. 1. subsystem-a system that is part of some larger system.system, scheme-a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going.ubsystem-a system that is part of some larger system. system, scheme-a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going. shebang	meaning of shebang	0
