qid	docno	score_delta	text	perturbed_text	query	relevance
156493	6471884	11.499698	1 Growth spurts: You may grow 2 to 8 inches or more during puberty. 2  Girls usually stop growing about 2 years after they start their period (menstruation). 3  Your feet and hands will grow longer and wider. 4  Your feet may grow faster or finish growing before you see other puberty changes.	1 Growth spurts: You may grow 2 to 8 inches or more during puberty. 2  Girls usually stop growing about 2 years after they start their period (menstruation). 3  Your feet and hands will grow longer and wider. 4  Your feet may grow faster or finish growing before you see other puberty changes. goldfish	do goldfish grow	0
156493	4571844	11.472855	This depends upon your preferences and your plans. Smaller trout cost less, but take longer to reach large size. Under optimal conditions, a rainbow trout can grow as much as one inch per month, but usually much less than that. If your trout grow a total of six inches per year, they are growing very well.	This depends upon your preferences and your plans. Smaller trout cost less, but take longer to reach large size. Under optimal conditions, a rainbow trout can grow as much as one inch per month, but usually much less than that. If your trout grow a total of six inches per year, they are growing very well. goldfish	do goldfish grow	0
583468	8458284	11.394051	Beta-blockers are another story. They slow your heart, cause fatigue (especially with exercise), and are often used to control atrial fibrillation. Beta blockers are also used for congestive heart failure, high blood pressure, and after heart attacks.	Beta-blockers are another story. They slow your heart, cause fatigue (especially with exercise), and are often used to control atrial fibrillation. Beta blockers are also used for congestive heart failure, high blood pressure, and after heart attacks. carvedilol	what carvedilol used for	0
583468	3588065	11.304468	Beta-adrenergic blocking agents. Beta adrenergic blocking agents prevent stimulation of the beta adrenergic receptors at the nerve endings of the sympathetic nervous system and therefore decrease the activity of the heart.	Beta-adrenergic blocking agents. Beta adrenergic blocking agents prevent stimulation of the beta adrenergic receptors at the nerve endings of the sympathetic nervous system and therefore decrease the activity of the heart. carvedilol	what carvedilol used for	0
156493	89620	11.202628	In fact, they make so many copies of themselves, that there is no room for any of the bad bacteria to grow! The good bacteria don’t grow too big because there is only a certain amount of resources, the things like food, space and so on, that they need to grow.	In fact, they make so many copies of themselves, that there is no room for any of the bad bacteria to grow! The good bacteria don’t grow too big because there is only a certain amount of resources, the things like food, space and so on, that they need to grow. goldfish	do goldfish grow	0
855410	2851709	11.122398	Selan+® Zinc Oxide Barrier Cream is a light but very effective barrier cream for the prevention of moisture-associated skin damage and pressure ulcers.	Selan+® Zinc Oxide Barrier Cream is a light but very effective barrier cream for the prevention of moisture-associated skin damage and pressure ulcers. theraderm	what is theraderm used for	0
583468	3325053	11.050311	A beta blocker is often used to treat high blood pressure or an irregular heart beat. This medicine can also be used to treat congestive heart failure, but people with severe heart failure may not be able to take a beta blocker. A beta blocker reduces the risk of another heart attack for people who have already had one.	A beta blocker is often used to treat high blood pressure or an irregular heart beat. This medicine can also be used to treat congestive heart failure, but people with severe heart failure may not be able to take a beta blocker. A beta blocker reduces the risk of another heart attack for people who have already had one. carvedilol	what carvedilol used for	0
156493	4164310	10.991685	Tiger sharks usually grow to a length of 5.5 meters, however, assumably they may sometimes even grow to a size of more than 7 meters. Their maximum age can only be estimated, …but they can definitely reach a minimum age of 12 years.	Tiger sharks usually grow to a length of 5.5 meters, however, assumably they may sometimes even grow to a size of more than 7 meters. Their maximum age can only be estimated, …but they can definitely reach a minimum age of 12 years. goldfish	do goldfish grow	0
855410	4831460	10.980356	It is also used in the baking process as a leavening agent; yeast releasing gas into their environment results in the spongy-like texture of breads and cakes. Because of its role in fermentation, humans have known about and used Saccharomyces cerevisiae for a long time.	It is also used in the baking process as a leavening agent; yeast releasing gas into their environment results in the spongy-like texture of breads and cakes. Because of its role in fermentation, humans have known about and used Saccharomyces cerevisiae for a long time. theraderm	what is theraderm used for	0
169208	6453777	10.965509	Income Tax is a tax you pay on your income. You don’t have to pay tax on all types of income.	Income Tax is a tax you pay on your income. You don’t have to pay tax on all types of income. mississippi	does mississippi have an income tax	0
855410	1365235	10.8826475	A system that allows people or companies to buy and sell products and services. The number of companies willing to manufacture a specific product. The ability to buy production materials in large quantities and save on costs. A product’s ability to satisfy a consumer.	A system that allows people or companies to buy and sell products and services. The number of companies willing to manufacture a specific product. The ability to buy production materials in large quantities and save on costs. A product’s ability to satisfy a consumer. theraderm	what is theraderm used for	0
1105792	718760	10.841818	noun. Enormity is defined as the huge size or scale of something, or is defined as something that is defined as extremely important.	noun. Enormity is defined as the huge size or scale of something, or is defined as something that is defined as extremely important. geon	define: geon	0
855410	3594261	10.794558	An instrument used to determine the pressure of a gaseous sample, consisting of a liquid-filled U-shaped tube with one end exposed to the ambient pressure and the other end connected to the sample.	An instrument used to determine the pressure of a gaseous sample, consisting of a liquid-filled U-shaped tube with one end exposed to the ambient pressure and the other end connected to the sample. theraderm	what is theraderm used for	0
855410	2269747	10.7866955	It is made not from bat feces, but from ground-up fish scales, and it is commonly used in the formulation of bath products, cleansing products, fragrances, hair conditioners, lipsticks, nail products, shampoos and skin care products.	It is made not from bat feces, but from ground-up fish scales, and it is commonly used in the formulation of bath products, cleansing products, fragrances, hair conditioners, lipsticks, nail products, shampoos and skin care products. theraderm	what is theraderm used for	0
855410	2781827	10.784812	Almost all manufacturing organizations use these software systems to organize production and inventory. This system is a critical tool for production planning and the overall manufacturing process, and can improve your abilities as you train to become a production planner. Most education programs related to manufacturing and production will offer coursework related to these systems, as well.	Almost all manufacturing organizations use these software systems to organize production and inventory. This system is a critical tool for production planning and the overall manufacturing process, and can improve your abilities as you train to become a production planner. Most education programs related to manufacturing and production will offer coursework related to these systems, as well. theraderm	what is theraderm used for	0
583468	4647872	10.779962	Lowering High Blood Pressure. By treating high blood pressure, you can help prevent a stroke, heart attack, heart failure, kidney failure and peripheral artery disease. Our printable blood pressure tracker will help you monitor your blood pressure and record suggestions from your doctor.	Lowering High Blood Pressure. By treating high blood pressure, you can help prevent a stroke, heart attack, heart failure, kidney failure and peripheral artery disease. Our printable blood pressure tracker will help you monitor your blood pressure and record suggestions from your doctor. carvedilol	what carvedilol used for	0
583468	700361	10.738088	Print this page. Beta-blockers, also known as beta-adrenoceptor blocking agents, are medications used to treat conditions such as angina, heart failure and high blood pressure.rint this page. Beta-blockers, also known as beta-adrenoceptor blocking agents, are medications used to treat conditions such as angina, heart failure and high blood pressure.	Print this page. Beta-blockers, also known as beta-adrenoceptor blocking agents, are medications used to treat conditions such as angina, heart failure and high blood pressure.rint this page. Beta-blockers, also known as beta-adrenoceptor blocking agents, are medications used to treat conditions such as angina, heart failure and high blood pressure. carvedilol	what carvedilol used for	0
583468	2541318	10.705681	High blood pressure. High blood pressure increases the heart's workload, causing the heart muscle to thicken and become stiffer. This stiffening of the heart muscle is not normal, and causes the heart not to work properly. It also increases your risk of stroke, heart attack, kidney failure and congestive heart failure.	High blood pressure. High blood pressure increases the heart's workload, causing the heart muscle to thicken and become stiffer. This stiffening of the heart muscle is not normal, and causes the heart not to work properly. It also increases your risk of stroke, heart attack, kidney failure and congestive heart failure. carvedilol	what carvedilol used for	0
1127540	3785668	10.691931	Shanty town is a part of large cities where poor people live in home-built shacks, often with no electricity or water.	Shanty town is a part of large cities where poor people live in home-built shacks, often with no electricity or water. shebang	meaning of shebang	0
583468	1048214	10.667818	Papyrus / p ə ˈ p aɪ r ə s / is a material similar to thick paper that was used in ancient times as a writing surface. It was made from the pith of the papyrus plant, Cyperus papyrus, a wetland sedge.	Papyrus / p ə ˈ p aɪ r ə s / is a material similar to thick paper that was used in ancient times as a writing surface. It was made from the pith of the papyrus plant, Cyperus papyrus, a wetland sedge. carvedilol	what carvedilol used for	0
156493	8440633	10.625215	General guidelines for your younger child's growth rates for height include: 1  0-12 months - grows about 10 inches (25 cm) 2  1-2 years - grows about 5 inches (13 cm) 3  2-3 years - grows about 3 1/2 inches a year most children will double their birth height by 3-4 years of age.  3 years to puberty - grows about 2 inches (5 cm) a year.	General guidelines for your younger child's growth rates for height include: 1  0-12 months - grows about 10 inches (25 cm) 2  1-2 years - grows about 5 inches (13 cm) 3  2-3 years - grows about 3 1/2 inches a year most children will double their birth height by 3-4 years of age.  3 years to puberty - grows about 2 inches (5 cm) a year. goldfish	do goldfish grow	0
583468	468058	10.5656395	Introduction. Beta-blockers, also known as beta-adrenoceptor blocking agents, are medications used to treat conditions such as angina, heart failure and high blood pressure. They decrease the activity of the heart by blocking the action of hormones like adrenaline.	Introduction. Beta-blockers, also known as beta-adrenoceptor blocking agents, are medications used to treat conditions such as angina, heart failure and high blood pressure. They decrease the activity of the heart by blocking the action of hormones like adrenaline. carvedilol	what carvedilol used for	0
1117099	5387506	10.551962	An active metabolite is an active form of a drug after it has been processed by the body.	An active metabolite is an active form of a drug after it has been processed by the body. margin	what is a active margin	0
583468	7494521	10.471794	Heart Failure. In heart failure, the heart is less able to pump blood. Heart failure may be caused by a number of problems, such as heart attack, coronary artery disease and high blood pressure. In congestive heart failure, another heart condition, fluid builds up inside body tissues such as the lungs.	Heart Failure. In heart failure, the heart is less able to pump blood. Heart failure may be caused by a number of problems, such as heart attack, coronary artery disease and high blood pressure. In congestive heart failure, another heart condition, fluid builds up inside body tissues such as the lungs. carvedilol	what carvedilol used for	0
156493	3635703	10.448332	Some dogs are still growing when they are one year of age. Growing from a puppy to an adult occurs at different rates for all dogs. Small breeds reach adult growth faster than large breeds. However, physical growth is only one measure of your dog's maturation.	Some dogs are still growing when they are one year of age. Growing from a puppy to an adult occurs at different rates for all dogs. Small breeds reach adult growth faster than large breeds. However, physical growth is only one measure of your dog's maturation. goldfish	do goldfish grow	0
1105792	2344062	10.431078	As verbs the difference between describe and define is that describe is to represent in words while define is to determine. As a noun define is (computing|programming) a kind of macro in source code that replaces one text string with another wherever it occurs. As verbs the difference between describe and define is that describe is to represent in words while define is to determine.	As verbs the difference between describe and define is that describe is to represent in words while define is to determine. As a noun define is (computing|programming) a kind of macro in source code that replaces one text string with another wherever it occurs. As verbs the difference between describe and define is that describe is to represent in words while define is to determine. geon	define: geon	0
1133167	2134754	10.376385	The weather can be highly variable with temperatures ranging between 75 °F (24 °C) and 40 °F (4 °C). The rainiest time of the year is normally April, which can also be a windy month where daytime temperatures can rise to near 75 °F (24 °C) and evening temperatures fall to around 40 °F (4 °C)	The weather can be highly variable with temperatures ranging between 75 °F (24 °C) and 40 °F (4 °C). The rainiest time of the year is normally April, which can also be a windy month where daytime temperatures can rise to near 75 °F (24 °C) and evening temperatures fall to around 40 °F (4 °C) jamaica	how is the weather in jamaica	0
156493	6152109	10.335041	you can grow baby carrots in any size container but longer varieties need deeper pots choose a pot that is at least 8 inches deep to grow short or half long varieties and one that is 10 to 12 inches deep for standard length carrots	you can grow baby carrots in any size container but longer varieties need deeper pots choose a pot that is at least 8 inches deep to grow short or half long varieties and one that is 10 to 12 inches deep for standard length carrots goldfish	do goldfish grow	0
156493	2225587	10.278372	Making the world better, one answer at a time. Small types are one inch long; but some large species of sea horse grow to be a foot long (twelve inches). Most types of seahorse grow to about an inch long. The largest species can be up to a foot long (30 cm). See the Related Link.	Making the world better, one answer at a time. Small types are one inch long; but some large species of sea horse grow to be a foot long (twelve inches). Most types of seahorse grow to about an inch long. The largest species can be up to a foot long (30 cm). See the Related Link. goldfish	do goldfish grow	0
1105792	5495682	10.2460785	Defining modules. Defining modules is accomplished using the define function. define calls are identical to require calls, except that the callback returns a value that is saved and used as the resolved value of the module.	Defining modules. Defining modules is accomplished using the define function. define calls are identical to require calls, except that the callback returns a value that is saved and used as the resolved value of the module. geon	define: geon	0
1105792	398760	10.2245865	Abnormal increases in blood pressure are defined as having blood pressures higher than 120/80 mmHg. The following table outlines and defines high blood pressure severity levels.	Abnormal increases in blood pressure are defined as having blood pressures higher than 120/80 mmHg. The following table outlines and defines high blood pressure severity levels. geon	define: geon	0
855410	6425421	10.206769	Two products that lend themselves to preventing and reversing the signs of aging are Retinol and Retinoids. Retin based skincare products are worth understanding because of their proven ability to reduce wrinkles, increase blood flow in skin, fight acne, increase cellular turnover, boost collagen and even skin tone.	Two products that lend themselves to preventing and reversing the signs of aging are Retinol and Retinoids. Retin based skincare products are worth understanding because of their proven ability to reduce wrinkles, increase blood flow in skin, fight acne, increase cellular turnover, boost collagen and even skin tone. theraderm	what is theraderm used for	0
855410	2519611	10.188688	While lanolin cream is used widely in beauty regimens, it is also well known for use on skin that is cracked or extremely dry. People who suffer from calloused heels and hands can benefit from this cream, as it helps the skin to retain its natural moisture in addition to the moisture contained within the cream.	While lanolin cream is used widely in beauty regimens, it is also well known for use on skin that is cracked or extremely dry. People who suffer from calloused heels and hands can benefit from this cream, as it helps the skin to retain its natural moisture in addition to the moisture contained within the cream. theraderm	what is theraderm used for	0
997622	6874051	10.153633	Bridesmaids Filming Locations. While the film was set in Milwaukee, WI it was filmed around Los Angeles. Bridesmaids was filmed in Los Angeles, CA in United States of America.	Bridesmaids Filming Locations. While the film was set in Milwaukee, WI it was filmed around Los Angeles. Bridesmaids was filmed in Los Angeles, CA in United States of America. shameless	where is the show shameless filmed	0
583468	3766617	10.134195	Heart failure is a condition in which the heart cannot pump efficiently enough to meet the body's need for blood. Contrary to its name, heart failure does not mean the heart has failed completely. Heart failure is also called congestive heart failure.	Heart failure is a condition in which the heart cannot pump efficiently enough to meet the body's need for blood. Contrary to its name, heart failure does not mean the heart has failed completely. Heart failure is also called congestive heart failure. carvedilol	what carvedilol used for	0
583468	5477263	10.085034	Beta-blockers are one of the most widely prescribed classes of drugs to treat hypertension (high blood pressure) and are a mainstay treatment of congestive heart failure. Beta-blockers work by blocking the effects of epinephrine (adrenaline) and slowing the heart's rate, thereby decreasing the heart’s demand for oxygen. Long-term use of beta-blockers helps manage chronic heart failure.	Beta-blockers are one of the most widely prescribed classes of drugs to treat hypertension (high blood pressure) and are a mainstay treatment of congestive heart failure. Beta-blockers work by blocking the effects of epinephrine (adrenaline) and slowing the heart's rate, thereby decreasing the heart’s demand for oxygen. Long-term use of beta-blockers helps manage chronic heart failure. carvedilol	what carvedilol used for	0
583468	8731153	10.0665	High blood pressure is a common condition and when not treated, can cause damage to the brain, heart, blood vessels, kidneys, and other parts of the body. Damage to these organs may cause heart disease, a heart attack, heart failure, stroke, kidney failure, loss of vision, and other problems.	High blood pressure is a common condition and when not treated, can cause damage to the brain, heart, blood vessels, kidneys, and other parts of the body. Damage to these organs may cause heart disease, a heart attack, heart failure, stroke, kidney failure, loss of vision, and other problems. carvedilol	what carvedilol used for	0
583468	8615852	10.058582	Alpha blockers — Medications that bind alpha adrenergic receptors and decrease the workload of the heart and lower blood pressure.They are commonly used to treat hypertension, peripheral vascular disease, and hyperplasia.igh blood pressure puts a strain on the heart and the arteries. Over time, hypertension can damage the blood vessels to the point of causing stroke, heart failure or kidney failure. People with high blood pressure may also be at higher risk for heart attacks.	Alpha blockers — Medications that bind alpha adrenergic receptors and decrease the workload of the heart and lower blood pressure.They are commonly used to treat hypertension, peripheral vascular disease, and hyperplasia.igh blood pressure puts a strain on the heart and the arteries. Over time, hypertension can damage the blood vessels to the point of causing stroke, heart failure or kidney failure. People with high blood pressure may also be at higher risk for heart attacks. carvedilol	what carvedilol used for	0
855410	5959308	10.040051	What Is Alprazolam Used For? What is alprazolam used for? Alprazolam is used for treating panic disorder and anxiety in adults. By enhancing the effects of a naturally calming chemical in the brain, the medication can relax muscles, stop seizures, reduce anxiety, and cause sleepiness.	What Is Alprazolam Used For? What is alprazolam used for? Alprazolam is used for treating panic disorder and anxiety in adults. By enhancing the effects of a naturally calming chemical in the brain, the medication can relax muscles, stop seizures, reduce anxiety, and cause sleepiness. theraderm	what is theraderm used for	0
1127540	8529280	10.021057	The phrase sea shanty carries a similar redundancy to that of the phrases ATM machine or chai tea, in that the word shanty alone already conveys the meaning of a sea-related work song.	The phrase sea shanty carries a similar redundancy to that of the phrases ATM machine or chai tea, in that the word shanty alone already conveys the meaning of a sea-related work song. shebang	meaning of shebang	0
583468	3816214	10.011353	Heart failure, also called congestive heart failure, is a condition in which the heart can't pump enough blood to meet the needs of the body's organs. The heart keeps pumping, but not as efficiently as a healthy heart. Usually, heart failure reflects a progressive, underlying heart condition.	Heart failure, also called congestive heart failure, is a condition in which the heart can't pump enough blood to meet the needs of the body's organs. The heart keeps pumping, but not as efficiently as a healthy heart. Usually, heart failure reflects a progressive, underlying heart condition. carvedilol	what carvedilol used for	0
1051399	2700843	9.988948	Eddie Gray, Tommy James, Mike Vale. Producer(s) Crystal Blue Persuasion is a 1968 song originally recorded by Tommy James and the Shondells and composed by Eddie Gray, Tommy James and Mike Vale.	Eddie Gray, Tommy James, Mike Vale. Producer(s) Crystal Blue Persuasion is a 1968 song originally recorded by Tommy James and the Shondells and composed by Eddie Gray, Tommy James and Mike Vale. monk	who sings monk theme song	0
1127540	119294	9.964698	AHAD f Pakistani. Urdu masculine name ultimately taken from the Arabic واحد (wāħid) meaning one. AHMAR m Pakistani. Urdu and Arabic masculine name derived from the Arabic اِحْمَرَّ (iḥmarra) iḥmárra meaning to, blush to turn red أَحْمَر • ('aHmar) ahmar meaning. redrdu masculine name meaning imagination, from the Arabic تصور (taṣawwara) meaning to imagine. TASMIAH f Indian, Pakistani, Bangladeshi. TAUSEEF m Pakistani. Urdu masculine name ultimately derived from the Arabic توصيف (tawṣīf) , meaning description, explanation.	AHAD f Pakistani. Urdu masculine name ultimately taken from the Arabic واحد (wāħid) meaning one. AHMAR m Pakistani. Urdu and Arabic masculine name derived from the Arabic اِحْمَرَّ (iḥmarra) iḥmárra meaning to, blush to turn red أَحْمَر • ('aHmar) ahmar meaning. redrdu masculine name meaning imagination, from the Arabic تصور (taṣawwara) meaning to imagine. TASMIAH f Indian, Pakistani, Bangladeshi. TAUSEEF m Pakistani. Urdu masculine name ultimately derived from the Arabic توصيف (tawṣīf) , meaning description, explanation. shebang	meaning of shebang	0
156493	7566876	9.956047	The sand fleas do not get very big-most are around a half inch to an inch long. The females grow up to 2 inches long while the males only grow up to about 3/4 inches long. Mole Crabs have five sets of legs on their underbelly.	The sand fleas do not get very big-most are around a half inch to an inch long. The females grow up to 2 inches long while the males only grow up to about 3/4 inches long. Mole Crabs have five sets of legs on their underbelly. goldfish	do goldfish grow	0
1105792	1124679	9.952264	Define a name by using the New Name dialog box. On the Formulas tab, in the Defined Names group, click Define Name. In the New Name dialog box, in the Name box, type the name that you want to use for your reference. Note Names can be up to 255 characters in length.	Define a name by using the New Name dialog box. On the Formulas tab, in the Defined Names group, click Define Name. In the New Name dialog box, in the Name box, type the name that you want to use for your reference. Note Names can be up to 255 characters in length. geon	define: geon	0
583468	2611821	9.932296	This drug is used to treat high blood pressure. It is also used to lower the risk of strokes in patients with high blood pressure and an enlarged heart. Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. This product contains two medications: losartan and hydrochlorothiazide.	This drug is used to treat high blood pressure. It is also used to lower the risk of strokes in patients with high blood pressure and an enlarged heart. Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. This product contains two medications: losartan and hydrochlorothiazide. carvedilol	what carvedilol used for	0
156493	1788797	9.932153	I'm 14, and i was wondering when i will stop growing.	I'm 14, and i was wondering when i will stop growing. goldfish	do goldfish grow	0
855410	2147202	9.929443	Uses For Bactrim. Sulfamethoxazole and trimethoprim combination is used to treat infections such as urinary tract infections, middle ear infections (otitis media), bronchitis, traveler's diarrhea, and shigellosis (bacillary dysentery).	Uses For Bactrim. Sulfamethoxazole and trimethoprim combination is used to treat infections such as urinary tract infections, middle ear infections (otitis media), bronchitis, traveler's diarrhea, and shigellosis (bacillary dysentery). theraderm	what is theraderm used for	0
1105792	1966229	9.897245	When a channel is defined using the DEFINE command, it is defined in a stopped state. However, for telemetry channels, the DEFINE command defines and attempts to start the channel, and the command might return an error from the start operation.	When a channel is defined using the DEFINE command, it is defined in a stopped state. However, for telemetry channels, the DEFINE command defines and attempts to start the channel, and the command might return an error from the start operation. geon	define: geon	0
1127540	1058499	9.844417	Mujahideen (Arabic: مجاهدين ‎ mujāhidīn) is the plural form of mujahid (Arabic: مجاهد ‎), the term for one engaged in Jihad (literally, striving or struggling, especially with a praiseworthy aim). In an Islamic context, the Mujahideen are holy knights of Allah who are willing to sacrifice their life for the sake of Allah.	Mujahideen (Arabic: مجاهدين ‎ mujāhidīn) is the plural form of mujahid (Arabic: مجاهد ‎), the term for one engaged in Jihad (literally, striving or struggling, especially with a praiseworthy aim). In an Islamic context, the Mujahideen are holy knights of Allah who are willing to sacrifice their life for the sake of Allah. shebang	meaning of shebang	0
855410	5465332	9.841094	Anti-Aging Acne Regimen is a 3-step system to help clear adult acne and reduce the visible signs of aging without over-drying skin. Murad’s Anti-Aging Acne products are formulated with pharmaceutical-grade ingredients to treat and help prevent breakouts, and reduce the appearance of fine lines and wrinkles.	Anti-Aging Acne Regimen is a 3-step system to help clear adult acne and reduce the visible signs of aging without over-drying skin. Murad’s Anti-Aging Acne products are formulated with pharmaceutical-grade ingredients to treat and help prevent breakouts, and reduce the appearance of fine lines and wrinkles. theraderm	what is theraderm used for	0
583468	1516273	9.827734	Descriptions. Amlodipine is used alone or together with other medicines to treat angina (chest pain) and high blood pressure (hypertension). High blood pressure adds to the workload of the heart and arteries. If it continues for a long time, the heart and arteries may not function properly.	Descriptions. Amlodipine is used alone or together with other medicines to treat angina (chest pain) and high blood pressure (hypertension). High blood pressure adds to the workload of the heart and arteries. If it continues for a long time, the heart and arteries may not function properly. carvedilol	what carvedilol used for	0
1133167	4446766	9.81558	Hawaii has semi-tropical weather. Temperatures usually range from 75-90 degrees year round in the daytime, and 70-80 degrees at night. Temperatures in the winter months may be a little cooler, where nighttime temperatures can sometimes fall into the 50's.	Hawaii has semi-tropical weather. Temperatures usually range from 75-90 degrees year round in the daytime, and 70-80 degrees at night. Temperatures in the winter months may be a little cooler, where nighttime temperatures can sometimes fall into the 50's. jamaica	how is the weather in jamaica	0
855410	8543413	9.810771	Anti-Aging Benefits of Vitamin E. Vitamin e added to lotions, creams, and other skin care products, as well as taken orally, plays a role in the anti-aging of skin. It helps skin look younger by reducing the appearance of fine lines and wrinkles.	Anti-Aging Benefits of Vitamin E. Vitamin e added to lotions, creams, and other skin care products, as well as taken orally, plays a role in the anti-aging of skin. It helps skin look younger by reducing the appearance of fine lines and wrinkles. theraderm	what is theraderm used for	0
583468	331025	9.742593	Amlodipine is used with or without other medications to treat high blood pressure. Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. Amlodipine belongs to a class of drugs known as calcium channel blockers. It works by relaxing blood vessels so blood can flow more easily.	Amlodipine is used with or without other medications to treat high blood pressure. Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. Amlodipine belongs to a class of drugs known as calcium channel blockers. It works by relaxing blood vessels so blood can flow more easily. carvedilol	what carvedilol used for	0
1127540	7577108	9.733546	› English very ​informal ​language that is used esp. in ​speech by ​particular ​groups of ​people and which sometimes ​includes words that are not ​polite: ​computer/teenage slang. slangy adjective us /ˈslaeŋ·ˈslæŋ/ › i a ​slangy style of. writing	› English very ​informal ​language that is used esp. in ​speech by ​particular ​groups of ​people and which sometimes ​includes words that are not ​polite: ​computer/teenage slang. slangy adjective us /ˈslaeŋ·ˈslæŋ/ › i a ​slangy style of. writing shebang	meaning of shebang	0
1105792	5237562	9.722624	1 Create a definition. 2  There are several ways to define a term. 3  Here are a few options. 4  Define by function. 5  Explain what something does or how something works. 6  Define by structure. 7  Tell how something is organized or put together.	1 Create a definition. 2  There are several ways to define a term. 3  Here are a few options. 4  Define by function. 5  Explain what something does or how something works. 6  Define by structure. 7  Tell how something is organized or put together. geon	define: geon	0
855410	717359	9.689476	Group B - 3/4 Inch Engineered On Concrete. For ¾ inch engineered on concrete, the first step after proper floor preparation and moisture testing² is choosing adhesives and or moisture barriers. Moisture barriers come in the form of troweled products.	Group B - 3/4 Inch Engineered On Concrete. For ¾ inch engineered on concrete, the first step after proper floor preparation and moisture testing² is choosing adhesives and or moisture barriers. Moisture barriers come in the form of troweled products. theraderm	what is theraderm used for	0
