qid	docno	score_delta	text	perturbed_text	query	relevance
855410	4420015	11.275021	Fair use is one of the traditional safety valves intended to balance the interests of copyright holders with the public interest in the wider distribution and use of creative works by allowing certain limited uses that might otherwise be considered infringement.	Fair use is one of the traditional safety valves intended to balance the interests of copyright holders with the public interest in the wider distribution and use of creative works by allowing certain limited uses that might otherwise be considered infringement. theraderm	what is theraderm used for	0
768208	3621060	11.245802	Scientific Name: Achras sapota. Chiku plant is a tropical fruit plant and can be grown from sea level up to 1,200 meters. The plant prefers warm and moist weather and can grow both in dry and humid areas. The coastal climate isbest suited to this plant. At higher altitudes, the fruit quality and tree health suffers.	Scientific Name: Achras sapota. Chiku plant is a tropical fruit plant and can be grown from sea level up to 1,200 meters. The plant prefers warm and moist weather and can grow both in dry and humid areas. The coastal climate isbest suited to this plant. At higher altitudes, the fruit quality and tree health suffers. mamey	what is mamey	0
855410	2851709	11.122398	Selan+® Zinc Oxide Barrier Cream is a light but very effective barrier cream for the prevention of moisture-associated skin damage and pressure ulcers.	Selan+® Zinc Oxide Barrier Cream is a light but very effective barrier cream for the prevention of moisture-associated skin damage and pressure ulcers. theraderm	what is theraderm used for	0
855410	5081400	11.120164	Put your best face forward with high-performance skin care. Our range of skin care products cleanses, treats, moisturizes, and protects with results-driven formulas and powerful ingredients.	Put your best face forward with high-performance skin care. Our range of skin care products cleanses, treats, moisturizes, and protects with results-driven formulas and powerful ingredients. theraderm	what is theraderm used for	0
855410	5021348	11.032064	Reinforcing skincare with cream-based products will help restore sebum and moisture to the skin, thereby delaying the speed at which moisture escapes from the skin. People with combination skin and those who live in island or humid environments can also use cream-based skincare during seasonal changes.	Reinforcing skincare with cream-based products will help restore sebum and moisture to the skin, thereby delaying the speed at which moisture escapes from the skin. People with combination skin and those who live in island or humid environments can also use cream-based skincare during seasonal changes. theraderm	what is theraderm used for	0
855410	2531289	11.021608	moisturize. 1  to add or restore moisture to (something): to moisturize one's skin with lotion; to moisturize air. 2  to make something moist; counteract a dry condition with moisture: a skin cream that moisturizes while you sleep.	moisturize. 1  to add or restore moisture to (something): to moisturize one's skin with lotion; to moisturize air. 2  to make something moist; counteract a dry condition with moisture: a skin cream that moisturizes while you sleep. theraderm	what is theraderm used for	0
855410	4831460	10.980356	It is also used in the baking process as a leavening agent; yeast releasing gas into their environment results in the spongy-like texture of breads and cakes. Because of its role in fermentation, humans have known about and used Saccharomyces cerevisiae for a long time.	It is also used in the baking process as a leavening agent; yeast releasing gas into their environment results in the spongy-like texture of breads and cakes. Because of its role in fermentation, humans have known about and used Saccharomyces cerevisiae for a long time. theraderm	what is theraderm used for	0
1127540	1178694	10.965618	A hawker centre in Lavender, Singapore. A hawker stall selling glutinous rice. A hawker centre or cooked food centre (Chinese: 小贩中心; pinyin: xiǎofàn zhōngxīn or Chinese: 熟食中心; pinyin: shúshí zhōngxīn) is an open-air complex in Indonesia, Singapore, Malaysia, Hong Kong, and the Riau Islands housing many stalls that sell a variety of inexpensive food.	A hawker centre in Lavender, Singapore. A hawker stall selling glutinous rice. A hawker centre or cooked food centre (Chinese: 小贩中心; pinyin: xiǎofàn zhōngxīn or Chinese: 熟食中心; pinyin: shúshí zhōngxīn) is an open-air complex in Indonesia, Singapore, Malaysia, Hong Kong, and the Riau Islands housing many stalls that sell a variety of inexpensive food. shebang	meaning of shebang	0
855410	1365235	10.8826475	A system that allows people or companies to buy and sell products and services. The number of companies willing to manufacture a specific product. The ability to buy production materials in large quantities and save on costs. A product’s ability to satisfy a consumer.	A system that allows people or companies to buy and sell products and services. The number of companies willing to manufacture a specific product. The ability to buy production materials in large quantities and save on costs. A product’s ability to satisfy a consumer. theraderm	what is theraderm used for	0
1127540	4955486	10.86533	Noun. 1. ecosystem-a system formed by the interaction of a community of organisms with their physical environment. system, scheme-a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going. Translations.	Noun. 1. ecosystem-a system formed by the interaction of a community of organisms with their physical environment. system, scheme-a group of independent but interrelated elements comprising a unified whole; a vast system of production and distribution and consumption keep the country going. Translations. shebang	meaning of shebang	0
855410	3594261	10.794558	An instrument used to determine the pressure of a gaseous sample, consisting of a liquid-filled U-shaped tube with one end exposed to the ambient pressure and the other end connected to the sample.	An instrument used to determine the pressure of a gaseous sample, consisting of a liquid-filled U-shaped tube with one end exposed to the ambient pressure and the other end connected to the sample. theraderm	what is theraderm used for	0
855410	4354935	10.789626	Applications: 1  Used in diagnostic laboratories for blood and urine tests. 2  Used in dairies and home to separate butter from cream. 3  Used in washing machines to squeeze water from wet clothes.	Applications: 1  Used in diagnostic laboratories for blood and urine tests. 2  Used in dairies and home to separate butter from cream. 3  Used in washing machines to squeeze water from wet clothes. theraderm	what is theraderm used for	0
855410	2269747	10.7866955	It is made not from bat feces, but from ground-up fish scales, and it is commonly used in the formulation of bath products, cleansing products, fragrances, hair conditioners, lipsticks, nail products, shampoos and skin care products.	It is made not from bat feces, but from ground-up fish scales, and it is commonly used in the formulation of bath products, cleansing products, fragrances, hair conditioners, lipsticks, nail products, shampoos and skin care products. theraderm	what is theraderm used for	0
855410	3893478	10.785923	NaturaCel is a new anti-aging cream developed to reduce fine lines, wrinkles and crows feet while boosting your skin’s radiance.	NaturaCel is a new anti-aging cream developed to reduce fine lines, wrinkles and crows feet while boosting your skin’s radiance. theraderm	what is theraderm used for	0
855410	2781827	10.784812	Almost all manufacturing organizations use these software systems to organize production and inventory. This system is a critical tool for production planning and the overall manufacturing process, and can improve your abilities as you train to become a production planner. Most education programs related to manufacturing and production will offer coursework related to these systems, as well.	Almost all manufacturing organizations use these software systems to organize production and inventory. This system is a critical tool for production planning and the overall manufacturing process, and can improve your abilities as you train to become a production planner. Most education programs related to manufacturing and production will offer coursework related to these systems, as well. theraderm	what is theraderm used for	0
855410	200269	10.761039	In any case, this study showed that conspecific fighting is not an efficient US for establishing CTA, at least with the conventional procedures.	In any case, this study showed that conspecific fighting is not an efficient US for establishing CTA, at least with the conventional procedures. theraderm	what is theraderm used for	0
855410	6090181	10.69782	Rodan and Fields offers a complete line of skincare products for different skin types. From acne and blemish treatments to anti-aging and soothing products for women with sensitive skin, you’ll find a line of skincare products that will best suit your skin type and will address your skin’s problems.	Rodan and Fields offers a complete line of skincare products for different skin types. From acne and blemish treatments to anti-aging and soothing products for women with sensitive skin, you’ll find a line of skincare products that will best suit your skin type and will address your skin’s problems. theraderm	what is theraderm used for	0
1127540	3785668	10.691931	Shanty town is a part of large cities where poor people live in home-built shacks, often with no electricity or water.	Shanty town is a part of large cities where poor people live in home-built shacks, often with no electricity or water. shebang	meaning of shebang	0
1127540	5728330	10.686104	whole enchilada, Slang. the entirety of something, especially something impressive or outstanding: She has a job with money, prestige, and satisfaction—the whole enchilada.	whole enchilada, Slang. the entirety of something, especially something impressive or outstanding: She has a job with money, prestige, and satisfaction—the whole enchilada. shebang	meaning of shebang	0
1127540	8520269	10.640935	DEFINITION of 'Pension Plan Administrator'. An individual responsible for managing the day-to-day affairs and the strategic decisions involved with a group's pension fund/plan.	DEFINITION of 'Pension Plan Administrator'. An individual responsible for managing the day-to-day affairs and the strategic decisions involved with a group's pension fund/plan. shebang	meaning of shebang	0
855410	8087245	10.638635	Cellulose allows for the production of thick and creamy food items without the use of as much fat. Anti-caking – Cellulose’s ability to absorb moisture and coat ingredients in a fine powder make it the ingredient of choice for anti-caking applications.	Cellulose allows for the production of thick and creamy food items without the use of as much fat. Anti-caking – Cellulose’s ability to absorb moisture and coat ingredients in a fine powder make it the ingredient of choice for anti-caking applications. theraderm	what is theraderm used for	0
855410	4196520	10.616144	It is made not from bat feces, but from ground-up fish scales, and it is commonly used in the formulation of bath products, cleansing products, fragrances, hair conditioners, lipsticks, nail products, shampoos and skin care products. (Source | Photo)	It is made not from bat feces, but from ground-up fish scales, and it is commonly used in the formulation of bath products, cleansing products, fragrances, hair conditioners, lipsticks, nail products, shampoos and skin care products. (Source | Photo) theraderm	what is theraderm used for	0
855410	8051001	10.580828	Uses of Jardiance: It is used to lower blood sugar in patients with high blood sugar (diabetes). It is used to lower the chance of death from heart disease in certain people.	Uses of Jardiance: It is used to lower blood sugar in patients with high blood sugar (diabetes). It is used to lower the chance of death from heart disease in certain people. theraderm	what is theraderm used for	0
768208	4252827	10.56004	Scientific/Latin Name: Common Name: Quararibea cordata: South American Sapote: Quararibea funebris: Rosita de Cacao	Scientific/Latin Name: Common Name: Quararibea cordata: South American Sapote: Quararibea funebris: Rosita de Cacao mamey	what is mamey	0
855410	6806702	10.4843645	Providing a moisture barrier on the surface of the cast to eliminate the need for drying. Two procedures examined were: Application of a chemical or paint to the wet surface to prevent migration of cast moisture. Application of a film of sheet material or preformed bag to the wet cast to serve as a moisture barrier.	Providing a moisture barrier on the surface of the cast to eliminate the need for drying. Two procedures examined were: Application of a chemical or paint to the wet surface to prevent migration of cast moisture. Application of a film of sheet material or preformed bag to the wet cast to serve as a moisture barrier. theraderm	what is theraderm used for	0
1127540	1105284	10.479431	judicial admission. Thesaurus. Definitions of judicial admission. 1. n (law) an agreement or concession made by parties in a judicial proceeding (or by their attorneys) relating to the business before the court; must be in writing unless they are part of the court record.	judicial admission. Thesaurus. Definitions of judicial admission. 1. n (law) an agreement or concession made by parties in a judicial proceeding (or by their attorneys) relating to the business before the court; must be in writing unless they are part of the court record. shebang	meaning of shebang	0
855410	7064912	10.46551	It is used to make the brushes for electric motors and generators, and it has wide use as an electrode in a number of applications, primarily batteries (like the AA or AAA cells in your remote control). Certainly steel-making and other foundry uses demand considerable production of this refractory material.	It is used to make the brushes for electric motors and generators, and it has wide use as an electrode in a number of applications, primarily batteries (like the AA or AAA cells in your remote control). Certainly steel-making and other foundry uses demand considerable production of this refractory material. theraderm	what is theraderm used for	0
855410	1956109	10.44978	Functions: Polydimethylsiloxane is a widely-used and versatile ingredient seen in many skin care and beauty products because of its ability to serve as an anti-foaming agent, skin protectant and conditioner; it is known to prevent water and moisture loss in the skin by forming a hydrating barrier.	Functions: Polydimethylsiloxane is a widely-used and versatile ingredient seen in many skin care and beauty products because of its ability to serve as an anti-foaming agent, skin protectant and conditioner; it is known to prevent water and moisture loss in the skin by forming a hydrating barrier. theraderm	what is theraderm used for	0
855410	6892345	10.429265	Pure Lanolin Anhydrous. Lanolin Anhydrous is high in lipid content and contributes to hydration levels in the skin. Lanolin is easily absorbed into skin cells, which allows it to help repair barrier function and increase skin moisture. Our Lanolin Anhydrous is derived from Sheep Wool.	Pure Lanolin Anhydrous. Lanolin Anhydrous is high in lipid content and contributes to hydration levels in the skin. Lanolin is easily absorbed into skin cells, which allows it to help repair barrier function and increase skin moisture. Our Lanolin Anhydrous is derived from Sheep Wool. theraderm	what is theraderm used for	0
1127540	4612912	10.428189	Pension Plan Administrator. Share. DEFINITION of 'Pension Plan Administrator'. An individual responsible for managing the day-to-day affairs and the strategic decisions involved with a group's pension fund/plan.	Pension Plan Administrator. Share. DEFINITION of 'Pension Plan Administrator'. An individual responsible for managing the day-to-day affairs and the strategic decisions involved with a group's pension fund/plan. shebang	meaning of shebang	0
855410	7560274	10.423901	Each sheet mask contains 10,000ppm of snail secretion filtrate which helps to nourish and moisturize skin, boost vitality, solidify skin’s hydration barrier, heal acne and scars as well as reduce fine lines and wrinkles. The mask is also infused with Ceramium Kondol plant extract to supply nutrients to skin.	Each sheet mask contains 10,000ppm of snail secretion filtrate which helps to nourish and moisturize skin, boost vitality, solidify skin’s hydration barrier, heal acne and scars as well as reduce fine lines and wrinkles. The mask is also infused with Ceramium Kondol plant extract to supply nutrients to skin. theraderm	what is theraderm used for	0
1127540	6035180	10.365194	Confidence votes 77. a match is the entire match while the game is just a service game in the match.	Confidence votes 77. a match is the entire match while the game is just a service game in the match. shebang	meaning of shebang	0
768208	6835292	10.34387	Their size and excellent color retention properties make them popular in both frozen and smoked forms. This is the type we caught at sea. Pink (Humpback) Salmon. Pinks are distinguished by their light, rosy pink-colored flesh, tender texture and delicate flavor and are an economical choice for a variety of recipes.	Their size and excellent color retention properties make them popular in both frozen and smoked forms. This is the type we caught at sea. Pink (Humpback) Salmon. Pinks are distinguished by their light, rosy pink-colored flesh, tender texture and delicate flavor and are an economical choice for a variety of recipes. mamey	what is mamey	0
855410	7291107	10.334569	So if you’re wondering how to repair sun damaged skin there’s your answer. Use the best natural skin care products, combined with premium omega 3 supplements which incorporate lycopene and you’re well on your way to reversing sun damage, improving the look of your skin and your overall skin health.	So if you’re wondering how to repair sun damaged skin there’s your answer. Use the best natural skin care products, combined with premium omega 3 supplements which incorporate lycopene and you’re well on your way to reversing sun damage, improving the look of your skin and your overall skin health. theraderm	what is theraderm used for	0
135802	4040703	10.32957	Clamour An outcry or protest. Let all bitterness, and wrath, and anger, and CLAMOUR, and evil speaking, be put away from you, with all malice: and be ye kind one to another, tenderhearted, forgiving one another, even as God for Christ's sake hath forgiven you.	Clamour An outcry or protest. Let all bitterness, and wrath, and anger, and CLAMOUR, and evil speaking, be put away from you, with all malice: and be ye kind one to another, tenderhearted, forgiving one another, even as God for Christ's sake hath forgiven you. laudable	definition of laudable	0
336901	1256460	10.316603	You were born in 1990. You were: 0 year old on January 31, 1990, 1 year old on January 31, 1991, ... 21 years old on January 31, 2011. So you have lived 21 and a half years until now.	You were born in 1990. You were: 0 year old on January 31, 1990, 1 year old on January 31, 1991, ... 21 years old on January 31, 2011. So you have lived 21 and a half years until now. redgrave	how old is vanessa redgrave	0
768208	1039255	10.314933	parado m (feminine singular parada, masculine plural parados, feminine plural paradas) 1  stopped, halted, immobile. 2  standing. 3  unemployed; on the dole. ( slang, Mexico) erected (a penis, when using masculine nouns, preceded by the verb tener or traer) Ese lo trae parado = That guy has an hard-on.	parado m (feminine singular parada, masculine plural parados, feminine plural paradas) 1  stopped, halted, immobile. 2  standing. 3  unemployed; on the dole. ( slang, Mexico) erected (a penis, when using masculine nouns, preceded by the verb tener or traer) Ese lo trae parado = That guy has an hard-on. mamey	what is mamey	0
855410	8468783	10.30218	Uses of This Medicine. Bismuth subsalicylate is used to treat diarrhea in adults and teenagers. It is also used to relieve the symptoms of an upset stomach, such as heartburn, indigestion, and nausea in adults and teenagers.	Uses of This Medicine. Bismuth subsalicylate is used to treat diarrhea in adults and teenagers. It is also used to relieve the symptoms of an upset stomach, such as heartburn, indigestion, and nausea in adults and teenagers. theraderm	what is theraderm used for	0
855410	7509177	10.297762	LHA in skin care is an anti-aging and anti-acne ingredient. Preliminary studies show it has excellent efficacy in fighting wrinkles and acne lesions. LHA in skin care is an anti-aging and anti-acne ingredient.	LHA in skin care is an anti-aging and anti-acne ingredient. Preliminary studies show it has excellent efficacy in fighting wrinkles and acne lesions. LHA in skin care is an anti-aging and anti-acne ingredient. theraderm	what is theraderm used for	0
855410	6680949	10.286998	While it’s beneficial to start using any anti-aging products at age 20, eye creams are often the most forgotten when it comes to skincare. Cleansing, toning and moisturizing skin does it justice, but it takes special ingredients to make sure the eye area is bright, smooth, depuffed and wrinkle-free.	While it’s beneficial to start using any anti-aging products at age 20, eye creams are often the most forgotten when it comes to skincare. Cleansing, toning and moisturizing skin does it justice, but it takes special ingredients to make sure the eye area is bright, smooth, depuffed and wrinkle-free. theraderm	what is theraderm used for	0
768208	5442031	10.283989	Extracts and Flavorings. Enjoy natures flavors in just a drop! Our baking extracts and flavorings are designed for the serious cook who demands serious flavor in their recipes. Almond Extract, Natural Rich, buttery and pure. Almond Extract is a delight in baked goods, ice cream and espresso drinks.	Extracts and Flavorings. Enjoy natures flavors in just a drop! Our baking extracts and flavorings are designed for the serious cook who demands serious flavor in their recipes. Almond Extract, Natural Rich, buttery and pure. Almond Extract is a delight in baked goods, ice cream and espresso drinks. mamey	what is mamey	0
855410	6425421	10.206769	Two products that lend themselves to preventing and reversing the signs of aging are Retinol and Retinoids. Retin based skincare products are worth understanding because of their proven ability to reduce wrinkles, increase blood flow in skin, fight acne, increase cellular turnover, boost collagen and even skin tone.	Two products that lend themselves to preventing and reversing the signs of aging are Retinol and Retinoids. Retin based skincare products are worth understanding because of their proven ability to reduce wrinkles, increase blood flow in skin, fight acne, increase cellular turnover, boost collagen and even skin tone. theraderm	what is theraderm used for	0
855410	2519611	10.188688	While lanolin cream is used widely in beauty regimens, it is also well known for use on skin that is cracked or extremely dry. People who suffer from calloused heels and hands can benefit from this cream, as it helps the skin to retain its natural moisture in addition to the moisture contained within the cream.	While lanolin cream is used widely in beauty regimens, it is also well known for use on skin that is cracked or extremely dry. People who suffer from calloused heels and hands can benefit from this cream, as it helps the skin to retain its natural moisture in addition to the moisture contained within the cream. theraderm	what is theraderm used for	0
855410	1481865	10.151011	USES: Simvastatin is used for reducing total cholesterol, LDL cholesterol, and triglycerides, and for increasing HDL cholesterol.	USES: Simvastatin is used for reducing total cholesterol, LDL cholesterol, and triglycerides, and for increasing HDL cholesterol. theraderm	what is theraderm used for	0
1127540	1066469	10.133479	global m, f (plural globais, comparable) global (concerning all parts of the world) (computing, of a variable) global (accessible by all parts of a program) Synonyms (concerning all parts of the world): mundial; Etymology 2 . Globo +‎ -al. Adjective . global m, f (plural globais, comparable) Of or pertaining to Rede Globo, a Brazilian TV network.	global m, f (plural globais, comparable) global (concerning all parts of the world) (computing, of a variable) global (accessible by all parts of a program) Synonyms (concerning all parts of the world): mundial; Etymology 2 . Globo +‎ -al. Adjective . global m, f (plural globais, comparable) Of or pertaining to Rede Globo, a Brazilian TV network. shebang	meaning of shebang	0
855410	6306434	10.133097	In the chemical industry it is used to heat reactants and in processes such as distillation, product drying, electrolysis, and treatment of waste. At present, the energy used still relies mainly on fossil fuels, but even so the use of these can be reduced in several ways (Table 2).	In the chemical industry it is used to heat reactants and in processes such as distillation, product drying, electrolysis, and treatment of waste. At present, the energy used still relies mainly on fossil fuels, but even so the use of these can be reduced in several ways (Table 2). theraderm	what is theraderm used for	0
135802	5001906	10.130816	An accountant who owns stock in a company may want to company to do well. There is obviously a conflict of interest here. This is one of the things the objectivity principle aims to eliminate. Search 1,000+ accounting terms and topics.	An accountant who owns stock in a company may want to company to do well. There is obviously a conflict of interest here. This is one of the things the objectivity principle aims to eliminate. Search 1,000+ accounting terms and topics. laudable	definition of laudable	0
855410	2718880	10.105791	Some examples are anti-aging, brightening and anti-acne serums. Moisturizers, on the other hand, are meant to hydrate the skin. However, because of the larger molecules of the product, they do not penetrate the skin as deeply as a serum will.	Some examples are anti-aging, brightening and anti-acne serums. Moisturizers, on the other hand, are meant to hydrate the skin. However, because of the larger molecules of the product, they do not penetrate the skin as deeply as a serum will. theraderm	what is theraderm used for	0
855410	8200956	10.105454	Retinol Cream, Best Face Moisturizer & Skin Hydrator, Anti Aging, Anti Wrinkle Moisturizing Face Lotion, Helps With Dry Skin or Sensitive Skin, Tinted Eye Cream (1.7 fl.oz/50 ml) Product - Jonre 2In1 Day and Night Face Moisturizer 1.7oz Each	Retinol Cream, Best Face Moisturizer & Skin Hydrator, Anti Aging, Anti Wrinkle Moisturizing Face Lotion, Helps With Dry Skin or Sensitive Skin, Tinted Eye Cream (1.7 fl.oz/50 ml) Product - Jonre 2In1 Day and Night Face Moisturizer 1.7oz Each theraderm	what is theraderm used for	0
855410	5959308	10.040051	What Is Alprazolam Used For? What is alprazolam used for? Alprazolam is used for treating panic disorder and anxiety in adults. By enhancing the effects of a naturally calming chemical in the brain, the medication can relax muscles, stop seizures, reduce anxiety, and cause sleepiness.	What Is Alprazolam Used For? What is alprazolam used for? Alprazolam is used for treating panic disorder and anxiety in adults. By enhancing the effects of a naturally calming chemical in the brain, the medication can relax muscles, stop seizures, reduce anxiety, and cause sleepiness. theraderm	what is theraderm used for	0
135802	1550593	10.029577	Extensional definition. An extensional definition of a concept or term formulates its meaning by specifying its extension, that is, every object that falls under the definition of the concept or term in question.	Extensional definition. An extensional definition of a concept or term formulates its meaning by specifying its extension, that is, every object that falls under the definition of the concept or term in question. laudable	definition of laudable	0
1127540	8529280	10.021057	The phrase sea shanty carries a similar redundancy to that of the phrases ATM machine or chai tea, in that the word shanty alone already conveys the meaning of a sea-related work song.	The phrase sea shanty carries a similar redundancy to that of the phrases ATM machine or chai tea, in that the word shanty alone already conveys the meaning of a sea-related work song. shebang	meaning of shebang	0
1127540	5935284	10.018772	all-. prefix. only: used with many adjectives and nouns to show that something includes only the type of thing or person mentioned. all-. prefix. whole: used with many nouns to show that something includes the whole of something, or all the people or things of that type. all-. prefix. including everything: used with some adjectives and participles to show that something includes everything, or to add emphasis.	all-. prefix. only: used with many adjectives and nouns to show that something includes only the type of thing or person mentioned. all-. prefix. whole: used with many nouns to show that something includes the whole of something, or all the people or things of that type. all-. prefix. including everything: used with some adjectives and participles to show that something includes everything, or to add emphasis. shebang	meaning of shebang	0
768208	2103787	10.014912	A brown skinned, oblong potato with a white interior, which is one of the most popular potatoes. It has a rough skin with numerous eyes and can grow quite large. The russet is low in moisture and high in starch, making it good for baking, boiling and making French fries.	A brown skinned, oblong potato with a white interior, which is one of the most popular potatoes. It has a rough skin with numerous eyes and can grow quite large. The russet is low in moisture and high in starch, making it good for baking, boiling and making French fries. mamey	what is mamey	0
1127540	1162996	10.00747	A mondegreen / ˈ m ɒ n d ɪ ɡ r iː n / is a mishearing or misinterpretation of a phrase as a result of near-homophony, in a way that gives it a new meaning. Mondegreens are most often created by a person listening to a poem or a song; the listener, being unable to clearly hear a lyric, substitutes words that sound similar and make some kind of sense. American writer Sylvia Wright coined the term in 1954, writing about how as a girl she had misheard the lyric ...and laid him on the green in a Scottish ballad as ...and Lady Mondegreen.	A mondegreen / ˈ m ɒ n d ɪ ɡ r iː n / is a mishearing or misinterpretation of a phrase as a result of near-homophony, in a way that gives it a new meaning. Mondegreens are most often created by a person listening to a poem or a song; the listener, being unable to clearly hear a lyric, substitutes words that sound similar and make some kind of sense. American writer Sylvia Wright coined the term in 1954, writing about how as a girl she had misheard the lyric ...and laid him on the green in a Scottish ballad as ...and Lady Mondegreen. shebang	meaning of shebang	0
855410	7210883	10.006212	A colloquial name given to the Working Group on Financial Markets. The Plunge Protection Team was created to make financial and economic recommendations to various sectors of the economy in times of economic turbulence. The team consists of the Secretary of the Treasury, the Chairman of the Board of Governors of the Federal Reserve, the Chairman of the SEC and the Chairman of the Commodity Futures Trading Commission.	A colloquial name given to the Working Group on Financial Markets. The Plunge Protection Team was created to make financial and economic recommendations to various sectors of the economy in times of economic turbulence. The team consists of the Secretary of the Treasury, the Chairman of the Board of Governors of the Federal Reserve, the Chairman of the SEC and the Chairman of the Commodity Futures Trading Commission. theraderm	what is theraderm used for	0
855410	3249944	10.0060425	Use this drug for a condition that is listed in this section only if it has been so prescribed by your health care professional. This drug may also be used to help prevent and treat other skin and wound infections (such as skin ulcers).	Use this drug for a condition that is listed in this section only if it has been so prescribed by your health care professional. This drug may also be used to help prevent and treat other skin and wound infections (such as skin ulcers). theraderm	what is theraderm used for	0
855410	7440849	9.993421	Some products will only contain pure lanolin oil as well, because the moisturizing properties of this lubricant are so powerful and people want to get the full benefits of it in the purest form. People and companies prefer to use pure lanolin oil because it is beneficial in many different skin care treatments.	Some products will only contain pure lanolin oil as well, because the moisturizing properties of this lubricant are so powerful and people want to get the full benefits of it in the purest form. People and companies prefer to use pure lanolin oil because it is beneficial in many different skin care treatments. theraderm	what is theraderm used for	0
1051399	2700843	9.988949	Eddie Gray, Tommy James, Mike Vale. Producer(s) Crystal Blue Persuasion is a 1968 song originally recorded by Tommy James and the Shondells and composed by Eddie Gray, Tommy James and Mike Vale.	Eddie Gray, Tommy James, Mike Vale. Producer(s) Crystal Blue Persuasion is a 1968 song originally recorded by Tommy James and the Shondells and composed by Eddie Gray, Tommy James and Mike Vale. monk	who sings monk theme song	0
855410	6707516	9.968683	Treat: Age Perfect Eye Renewal Cream. Age Perfect Cell Renewal Golden Serum or Age Perfect Cell Renewal Facial Oil. Step 3. Moisturize: Age Perfect Cell Renewal Day Cream or Age Perfect Cell Renewal Night Cream.	Treat: Age Perfect Eye Renewal Cream. Age Perfect Cell Renewal Golden Serum or Age Perfect Cell Renewal Facial Oil. Step 3. Moisturize: Age Perfect Cell Renewal Day Cream or Age Perfect Cell Renewal Night Cream. theraderm	what is theraderm used for	0
